date,Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
2022-11-29,Furniture,SKU_003,477.18,In Stock,13,6203.34,Adult,172,14,71,9,Carrier X,5.17,Supplier A,South,7,773,17,28.29,Pass,0.0729,Air,Route 1,858.67
2022-11-29,Furniture,SKU_004,453.42,Out of Stock,6,2720.52,Youth,49,10,54,6,Carrier X,17.01,Supplier C,West,2,212,18,44.47,Pass,0.061,Air,Route 1,422.51
2022-11-29,Furniture,SKU_005,300.72,In Stock,7,2105.04,Senior,69,7,96,1,Carrier Y,23.65,Supplier C,South,14,861,6,260.05,Fail,0.0261,Air,Route 3,543.43
2022-11-30,Furniture,SKU_001,298.73,Out of Stock,12,3584.76,Senior,102,6,39,7,Carrier Y,34.44,Supplier B,East,4,265,13,189.73,Fail,0.0668,Air,Route 2,238.13
2022-11-30,Furniture,SKU_002,385.48,Out of Stock,9,3469.32,Adult,181,12,99,4,Carrier Y,13.58,Supplier C,North,5,558,18,113.7,Fail,0.099,Road,Route 1,858.63
2022-11-30,Electronics,SKU_003,89.53,Out of Stock,13,1163.89,Adult,133,13,26,5,Carrier Y,31.1,Supplier B,North,11,545,19,253.3,Pass,0.074,Sea,Route 1,153.58
2022-11-30,Furniture,SKU_004,428.93,In Stock,9,3860.37,Youth,54,14,18,5,Carrier X,27.2,Supplier A,South,9,317,7,84.01,Pass,0.0966,Air,Route 2,912.35
2022-11-30,Electronics,SKU_005,369.83,Out of Stock,10,3698.3,Youth,113,8,60,8,Carrier Z,36.97,Supplier C,South,8,490,15,245.68,Pass,0.032,Air,Route 1,783.32
2022-12-01,Clothing,SKU_001,284.72,Out of Stock,10,2847.2,Senior,143,10,62,6,Carrier Y,5.13,Supplier A,East,13,247,13,177.08,Pass,0.0395,Sea,Route 3,249.78
2022-12-01,Electronics,SKU_002,346.77,Out of Stock,11,3814.47,Senior,127,11,12,2,Carrier X,48.94,Supplier A,East,8,148,11,280.76,Pass,0.0624,Sea,Route 3,386.66
2022-12-01,Clothing,SKU_003,82.13,In Stock,9,739.17,Youth,38,12,88,4,Carrier Y,26.25,Supplier A,West,3,475,11,185.38,Fail,0.0803,Sea,Route 1,112.9
2022-12-01,Clothing,SKU_004,448.03,In Stock,7,3136.21,Youth,62,11,74,8,Carrier Y,37.56,Supplier B,West,13,437,6,90.78,Fail,0.0025,Road,Route 1,683.77
2022-12-01,Furniture,SKU_005,272.56,In Stock,11,2998.16,Adult,117,9,98,8,Carrier Z,14.66,Supplier C,East,14,296,19,36.81,Pass,0.0949,Sea,Route 1,485.95
2022-12-02,Furniture,SKU_001,377.97,Out of Stock,10,3779.7,Adult,23,12,6,7,Carrier Y,37.43,Supplier A,South,2,612,16,228.87,Pass,0.0419,Sea,Route 1,354.57
2022-12-02,Furniture,SKU_002,364.75,In Stock,11,4012.25,Senior,28,6,65,3,Carrier X,31.07,Supplier A,West,2,944,7,106.87,Fail,0.0467,Sea,Route 1,599.1
2022-12-02,Furniture,SKU_003,342.23,Out of Stock,12,4106.76,Senior,48,11,70,3,Carrier X,39.22,Supplier C,East,3,301,18,271.11,Pass,0.0413,Air,Route 3,423.57
2022-12-02,Electronics,SKU_004,272.2,In Stock,7,1905.4,Senior,18,8,7,7,Carrier Y,5.69,Supplier A,West,8,609,7,235.22,Pass,0.0277,Air,Route 3,339.24
2022-12-02,Electronics,SKU_005,480.59,In Stock,10,4805.9,Senior,146,7,60,7,Carrier Z,25.03,Supplier A,North,8,639,9,285.37,Fail,0.0957,Sea,Route 3,366.76
2022-12-03,Electronics,SKU_001,496.74,In Stock,9,4470.66,Youth,19,7,49,2,Carrier Y,32.56,Supplier B,East,13,282,12,195.35,Pass,0.0144,Road,Route 2,230.43
2022-12-03,Electronics,SKU_002,162.91,In Stock,9,1466.19,Adult,146,11,85,6,Carrier Z,19.98,Supplier B,South,3,810,10,207.83,Fail,0.0347,Road,Route 2,593.96
2022-12-03,Electronics,SKU_003,139.99,In Stock,14,1959.86,Youth,179,14,48,5,Carrier Z,41.01,Supplier B,West,12,339,17,202.17,Fail,0.0401,Sea,Route 3,872.52
2022-12-03,Electronics,SKU_004,177.19,In Stock,13,2303.47,Senior,129,9,30,5,Carrier X,38.36,Supplier A,North,13,258,10,284.92,Fail,0.0568,Air,Route 3,288.35
2022-12-03,Clothing,SKU_005,276.59,In Stock,15,4148.85,Adult,156,13,79,6,Carrier Z,42.02,Supplier B,South,10,583,5,47.64,Fail,0.0968,Sea,Route 3,929.19
2022-12-04,Furniture,SKU_001,231.66,In Stock,8,1853.28,Senior,152,9,25,9,Carrier Z,11.85,Supplier C,East,7,535,18,99.74,Fail,0.0077,Road,Route 3,918.49
2022-12-04,Electronics,SKU_002,373.47,In Stock,12,4481.64,Senior,176,12,11,6,Carrier X,25.35,Supplier B,North,5,535,14,138.49,Pass,0.0207,Road,Route 1,516.86
2022-12-04,Furniture,SKU_003,315.26,In Stock,6,1891.56,Senior,147,10,49,8,Carrier X,37.67,Supplier B,North,6,685,16,188.33,Pass,0.0362,Sea,Route 1,607.59
2022-12-04,Electronics,SKU_004,58.75,In Stock,8,470.0,Adult,15,11,80,6,Carrier Z,35.06,Supplier A,South,13,57,18,93.06,Fail,0.0854,Sea,Route 1,450.0
2022-12-04,Furniture,SKU_005,187.95,Out of Stock,11,2067.45,Senior,118,14,13,5,Carrier X,7.31,Supplier B,East,9,127,17,254.9,Pass,0.0875,Sea,Route 2,605.82
2022-12-05,Furniture,SKU_001,262.96,In Stock,7,1840.72,Adult,54,9,42,2,Carrier Y,31.64,Supplier A,South,13,125,15,168.78,Fail,0.064,Air,Route 3,303.19
2022-12-05,Furniture,SKU_002,278.28,Out of Stock,9,2504.52,Youth,40,10,32,4,Carrier X,30.73,Supplier B,South,12,740,17,175.4,Fail,0.0214,Air,Route 1,859.47
2022-12-05,Electronics,SKU_003,276.8,Out of Stock,10,2768.0,Senior,90,4,40,5,Carrier Y,13.21,Supplier B,North,4,670,6,101.45,Fail,0.0354,Air,Route 2,243.74
2022-12-05,Furniture,SKU_004,157.07,In Stock,8,1256.56,Adult,92,8,93,1,Carrier Z,35.11,Supplier B,West,14,582,5,134.64,Pass,0.0263,Road,Route 2,163.53
2022-12-05,Furniture,SKU_005,147.86,In Stock,5,739.3,Senior,5,8,44,4,Carrier X,8.34,Supplier C,East,11,487,5,268.8,Fail,0.0263,Sea,Route 1,206.1
2022-12-06,Furniture,SKU_001,112.79,In Stock,4,451.16,Adult,33,5,69,5,Carrier Z,19.44,Supplier A,South,6,382,10,114.17,Fail,0.0015,Road,Route 1,330.32
2022-12-06,Clothing,SKU_002,158.8,In Stock,6,952.8,Youth,154,6,9,8,Carrier Z,40.36,Supplier C,South,11,729,8,264.43,Pass,0.1,Air,Route 1,986.97
2022-12-06,Furniture,SKU_003,275.39,Out of Stock,6,1652.34,Youth,54,9,62,6,Carrier X,25.94,Supplier A,South,2,143,10,88.03,Fail,0.0077,Road,Route 2,620.57
2022-12-06,Clothing,SKU_004,132.02,In Stock,9,1188.18,Senior,18,7,20,6,Carrier Z,29.68,Supplier B,West,10,792,13,201.56,Pass,0.049,Air,Route 1,569.17
2022-12-06,Furniture,SKU_005,113.87,Out of Stock,12,1366.44,Adult,114,7,17,8,Carrier Y,22.66,Supplier A,North,14,255,12,147.93,Pass,0.04,Air,Route 2,268.65
2022-12-07,Furniture,SKU_001,349.85,Out of Stock,5,1749.25,Adult,196,4,71,8,Carrier Z,23.09,Supplier B,East,4,79,15,225.93,Pass,0.0505,Air,Route 3,725.95
2022-12-07,Electronics,SKU_002,333.08,In Stock,10,3330.8,Senior,71,9,45,1,Carrier Y,36.03,Supplier A,North,7,127,10,80.63,Fail,0.0784,Road,Route 2,167.15
2022-12-07,Clothing,SKU_003,209.87,In Stock,16,3357.92,Adult,186,10,71,7,Carrier X,43.55,Supplier B,South,6,369,12,298.91,Fail,0.0466,Road,Route 3,520.42
2022-12-07,Electronics,SKU_004,477.53,Out of Stock,6,2865.18,Senior,78,4,55,5,Carrier X,44.38,Supplier C,North,12,215,5,290.06,Pass,0.0172,Air,Route 1,843.01
2022-12-07,Furniture,SKU_005,79.64,Out of Stock,8,637.12,Senior,128,10,18,1,Carrier Y,41.9,Supplier C,South,8,471,12,91.45,Pass,0.0951,Sea,Route 1,708.19
2022-12-08,Clothing,SKU_001,264.0,Out of Stock,13,3432.0,Senior,53,7,51,4,Carrier Z,48.71,Supplier C,South,3,106,18,291.94,Fail,0.0173,Sea,Route 2,688.99
2022-12-08,Electronics,SKU_002,87.35,Out of Stock,13,1135.55,Youth,98,5,99,8,Carrier X,31.19,Supplier A,East,9,370,19,161.9,Fail,0.0973,Sea,Route 1,755.18
2022-12-08,Clothing,SKU_003,331.91,Out of Stock,11,3651.01,Senior,70,6,48,6,Carrier Z,40.99,Supplier C,South,4,560,11,52.99,Pass,0.013,Road,Route 2,801.67
2022-12-08,Clothing,SKU_004,194.72,In Stock,8,1557.76,Youth,101,10,47,4,Carrier Y,36.21,Supplier A,South,8,432,16,28.9,Pass,0.0596,Road,Route 3,280.55
2022-12-08,Clothing,SKU_005,358.1,Out of Stock,10,3581.0,Youth,33,6,24,8,Carrier Z,34.6,Supplier A,South,6,276,9,154.44,Fail,0.0236,Road,Route 2,457.54
2022-12-09,Furniture,SKU_001,443.22,Out of Stock,12,5318.64,Adult,18,3,60,1,Carrier Z,22.69,Supplier A,North,11,559,12,112.31,Fail,0.0463,Sea,Route 2,834.61
2022-12-09,Furniture,SKU_002,189.22,In Stock,6,1135.32,Youth,182,6,69,9,Carrier X,42.37,Supplier B,North,5,147,14,166.58,Pass,0.0937,Sea,Route 2,414.47
2022-12-09,Clothing,SKU_003,387.43,In Stock,7,2712.01,Youth,137,8,82,4,Carrier Z,48.28,Supplier B,East,10,476,9,136.13,Fail,0.0891,Sea,Route 1,653.33
2022-12-09,Furniture,SKU_004,236.4,Out of Stock,8,1891.2,Senior,104,13,68,3,Carrier X,13.19,Supplier A,East,5,934,11,131.62,Pass,0.0677,Sea,Route 3,458.85
2022-12-09,Clothing,SKU_005,213.25,Out of Stock,8,1706.0,Youth,154,6,60,8,Carrier Y,24.66,Supplier B,West,2,73,17,197.15,Pass,0.0658,Air,Route 1,695.61
2022-12-10,Clothing,SKU_001,127.01,Out of Stock,11,1397.11,Adult,40,10,34,8,Carrier Y,16.06,Supplier C,South,8,594,15,111.68,Pass,0.0485,Air,Route 1,864.95
2022-12-10,Electronics,SKU_002,294.57,Out of Stock,10,2945.7,Senior,1,10,21,4,Carrier X,17.29,Supplier B,West,8,877,6,155.1,Pass,0.0868,Air,Route 1,948.94
2022-12-10,Furniture,SKU_003,452.68,In Stock,5,2263.4,Senior,110,10,6,6,Carrier Y,43.84,Supplier A,East,12,769,17,149.58,Pass,0.0931,Air,Route 2,690.24
2022-12-10,Clothing,SKU_004,177.45,Out of Stock,9,1597.05,Adult,134,4,16,3,Carrier Y,19.16,Supplier C,East,14,253,15,28.87,Pass,0.0836,Sea,Route 1,735.09
2022-12-10,Clothing,SKU_005,190.21,In Stock,12,2282.52,Senior,36,11,28,4,Carrier X,21.85,Supplier B,North,5,843,15,168.89,Pass,0.0984,Road,Route 3,473.46
2022-12-11,Electronics,SKU_001,176.96,Out of Stock,6,1061.76,Adult,139,8,66,7,Carrier X,49.95,Supplier A,South,5,281,13,285.06,Fail,0.007,Air,Route 1,132.16
2022-12-11,Clothing,SKU_002,194.62,Out of Stock,8,1556.96,Adult,99,2,53,6,Carrier Y,5.32,Supplier A,West,13,302,15,276.5,Fail,0.0156,Air,Route 1,426.13
2022-12-11,Clothing,SKU_003,343.38,Out of Stock,11,3777.18,Adult,34,3,22,3,Carrier Z,29.04,Supplier A,West,12,805,10,162.96,Fail,0.0376,Air,Route 3,556.48
2022-12-11,Clothing,SKU_004,351.79,Out of Stock,12,4221.48,Adult,195,13,54,6,Carrier Z,5.46,Supplier A,East,11,809,16,114.1,Pass,0.0198,Air,Route 2,792.9
2022-12-11,Electronics,SKU_005,428.52,Out of Stock,10,4285.2,Adult,112,11,52,4,Carrier X,40.53,Supplier A,South,2,657,17,287.56,Fail,0.0891,Sea,Route 3,421.28
2022-12-12,Clothing,SKU_001,91.47,In Stock,13,1189.11,Adult,114,3,52,5,Carrier Y,32.88,Supplier C,South,10,908,18,140.26,Fail,0.0922,Road,Route 3,697.82
2022-12-12,Clothing,SKU_002,319.41,In Stock,14,4471.74,Youth,81,12,33,6,Carrier X,6.0,Supplier B,North,2,829,12,281.93,Fail,0.0384,Air,Route 3,824.0
2022-12-12,Furniture,SKU_003,294.13,In Stock,15,4411.95,Adult,174,4,82,5,Carrier Y,42.64,Supplier A,West,4,434,9,50.17,Pass,0.0895,Sea,Route 2,837.82
2022-12-12,Electronics,SKU_004,450.86,In Stock,15,6762.9,Youth,184,12,12,3,Carrier X,46.74,Supplier C,South,9,76,9,187.63,Pass,0.0483,Road,Route 2,597.0
2022-12-12,Electronics,SKU_005,247.76,Out of Stock,9,2229.84,Adult,134,4,33,6,Carrier Y,21.63,Supplier B,East,6,895,15,230.28,Fail,0.0326,Air,Route 1,926.36
2022-12-13,Furniture,SKU_001,310.5,In Stock,8,2484.0,Adult,174,11,54,7,Carrier Y,27.57,Supplier B,West,13,58,15,186.14,Fail,0.085,Sea,Route 3,693.87
2022-12-13,Clothing,SKU_002,251.67,Out of Stock,9,2265.03,Adult,22,5,17,4,Carrier Y,21.97,Supplier A,North,14,69,14,99.92,Pass,0.0775,Air,Route 3,168.7
2022-12-13,Electronics,SKU_003,65.3,Out of Stock,11,718.3,Senior,70,5,1,1,Carrier X,31.15,Supplier A,East,4,526,13,60.14,Fail,0.064,Air,Route 2,736.24
2022-12-13,Furniture,SKU_004,204.05,In Stock,8,1632.4,Senior,175,8,90,7,Carrier X,16.38,Supplier A,East,6,951,17,289.58,Fail,0.0485,Road,Route 2,674.6
2022-12-13,Furniture,SKU_005,469.13,Out of Stock,11,5160.43,Adult,59,11,41,4,Carrier X,20.37,Supplier B,South,9,229,18,297.94,Pass,0.0465,Road,Route 2,772.78
2022-12-14,Furniture,SKU_001,381.85,Out of Stock,4,1527.4,Adult,153,2,46,4,Carrier Y,45.74,Supplier B,West,12,452,10,44.85,Fail,0.0059,Road,Route 3,184.66
2022-12-14,Furniture,SKU_002,142.4,In Stock,12,1708.8,Adult,121,2,9,7,Carrier Y,46.82,Supplier C,West,2,506,16,244.82,Pass,0.0788,Air,Route 1,339.16
2022-12-14,Electronics,SKU_003,414.83,Out of Stock,14,5807.62,Senior,38,11,12,4,Carrier Z,8.69,Supplier C,East,7,841,9,198.34,Fail,0.0659,Sea,Route 2,211.02
2022-12-14,Furniture,SKU_004,174.18,In Stock,10,1741.8,Senior,66,13,23,1,Carrier Z,28.4,Supplier C,South,3,299,5,267.47,Fail,0.0539,Sea,Route 1,643.55
2022-12-14,Clothing,SKU_005,458.31,In Stock,9,4124.79,Senior,199,14,17,3,Carrier Y,31.87,Supplier A,East,2,302,16,91.02,Fail,0.0609,Road,Route 2,261.54
2022-12-15,Furniture,SKU_001,432.75,Out of Stock,4,1731.0,Adult,9,3,67,7,Carrier Z,14.33,Supplier A,South,10,365,17,54.7,Pass,0.0186,Sea,Route 3,575.11
2022-12-15,Electronics,SKU_002,356.32,Out of Stock,10,3563.2,Adult,142,14,67,9,Carrier Y,19.98,Supplier B,West,9,209,7,189.86,Fail,0.0309,Road,Route 3,431.42
2022-12-15,Electronics,SKU_003,389.04,In Stock,18,7002.72,Senior,161,6,66,2,Carrier Z,41.16,Supplier B,East,9,924,15,221.48,Fail,0.0273,Road,Route 2,275.26
2022-12-15,Clothing,SKU_004,412.95,Out of Stock,13,5368.35,Adult,72,7,10,8,Carrier Z,10.72,Supplier A,West,14,906,16,79.53,Fail,0.0205,Road,Route 2,322.05
2022-12-15,Electronics,SKU_005,477.85,In Stock,10,4778.5,Adult,186,7,81,5,Carrier Y,34.79,Supplier B,West,7,288,6,82.83,Fail,0.0545,Sea,Route 3,866.83
2022-12-16,Furniture,SKU_001,348.77,In Stock,8,2790.16,Adult,67,5,72,1,Carrier X,9.92,Supplier B,North,14,327,17,191.84,Pass,0.0467,Air,Route 2,921.87
2022-12-16,Furniture,SKU_002,59.29,Out of Stock,10,592.9,Adult,94,3,72,7,Carrier X,6.41,Supplier C,East,14,988,7,218.35,Pass,0.0226,Sea,Route 2,253.8
2022-12-16,Clothing,SKU_003,421.1,Out of Stock,8,3368.8,Senior,84,10,86,9,Carrier Z,36.21,Supplier A,West,10,78,15,63.97,Fail,0.0619,Air,Route 1,983.44
2022-12-16,Clothing,SKU_004,479.6,In Stock,10,4796.0,Adult,176,3,75,5,Carrier Y,25.03,Supplier A,North,6,756,5,159.17,Fail,0.0471,Air,Route 3,665.99
2022-12-16,Electronics,SKU_005,440.9,Out of Stock,11,4849.9,Youth,68,9,58,3,Carrier Z,12.03,Supplier C,South,14,669,18,260.23,Pass,0.0215,Road,Route 3,637.93
2022-12-17,Clothing,SKU_001,271.64,In Stock,7,1901.48,Adult,89,8,16,6,Carrier Z,48.1,Supplier C,West,5,980,15,246.94,Fail,0.0693,Sea,Route 2,753.41
2022-12-17,Clothing,SKU_002,113.26,In Stock,8,906.08,Youth,90,9,46,8,Carrier Z,22.13,Supplier B,West,8,329,14,151.76,Fail,0.0687,Road,Route 3,138.26
2022-12-17,Clothing,SKU_003,123.91,In Stock,8,991.28,Senior,43,2,35,1,Carrier Y,20.42,Supplier C,West,14,526,17,234.1,Fail,0.0585,Air,Route 1,326.74
2022-12-17,Furniture,SKU_004,116.45,Out of Stock,18,2096.1,Senior,35,12,70,9,Carrier Y,10.12,Supplier B,North,10,400,10,135.25,Pass,0.0543,Air,Route 1,132.75
2022-12-17,Furniture,SKU_005,60.08,In Stock,9,540.72,Senior,87,12,8,6,Carrier Y,30.7,Supplier B,North,3,702,17,61.76,Fail,0.062,Air,Route 3,726.53
2022-12-18,Furniture,SKU_001,76.8,Out of Stock,10,768.0,Adult,83,14,5,8,Carrier Z,39.65,Supplier A,East,13,498,6,253.73,Pass,0.0706,Sea,Route 1,511.46
2022-12-18,Electronics,SKU_002,296.11,In Stock,8,2368.88,Adult,196,14,55,5,Carrier Z,16.6,Supplier B,East,8,127,15,165.43,Fail,0.0782,Road,Route 3,617.73
2022-12-18,Clothing,SKU_003,66.18,In Stock,9,595.62,Youth,38,7,81,6,Carrier Z,31.15,Supplier A,North,13,971,19,217.25,Pass,0.0201,Sea,Route 1,433.07
2022-12-18,Clothing,SKU_004,81.44,Out of Stock,6,488.64,Adult,99,13,74,9,Carrier Z,37.77,Supplier C,East,13,309,5,230.86,Fail,0.073,Road,Route 3,309.09
2022-12-18,Furniture,SKU_005,374.51,In Stock,6,2247.06,Senior,53,9,24,8,Carrier Y,16.18,Supplier C,South,6,447,13,142.59,Pass,0.0755,Sea,Route 2,146.05
2022-12-19,Clothing,SKU_001,393.24,In Stock,8,3145.92,Youth,94,14,79,9,Carrier X,19.93,Supplier C,West,11,779,7,113.25,Pass,0.0279,Air,Route 1,283.84
2022-12-19,Clothing,SKU_002,306.01,In Stock,9,2754.09,Senior,47,12,19,6,Carrier Z,30.92,Supplier A,South,10,644,5,275.29,Fail,0.064,Sea,Route 2,484.88
2022-12-19,Clothing,SKU_003,210.17,Out of Stock,8,1681.36,Adult,188,12,17,2,Carrier X,46.53,Supplier C,East,6,578,17,167.71,Pass,0.0521,Sea,Route 1,447.34
2022-12-19,Clothing,SKU_004,178.25,In Stock,7,1247.75,Senior,67,6,43,4,Carrier X,36.51,Supplier C,West,12,790,17,186.55,Fail,0.0048,Sea,Route 1,615.49
2022-12-19,Electronics,SKU_005,135.21,Out of Stock,9,1216.89,Adult,92,2,80,8,Carrier Z,33.03,Supplier C,East,8,386,15,99.88,Pass,0.0509,Air,Route 2,492.54
2022-12-20,Clothing,SKU_001,134.19,Out of Stock,8,1073.52,Youth,169,2,43,7,Carrier Y,26.47,Supplier B,East,11,123,5,295.13,Fail,0.053,Road,Route 3,299.38
2022-12-20,Clothing,SKU_002,316.36,In Stock,14,4429.04,Youth,5,9,23,2,Carrier Y,9.28,Supplier C,North,6,543,19,201.78,Pass,0.0813,Road,Route 3,362.55
2022-12-20,Furniture,SKU_003,112.66,Out of Stock,18,2027.88,Adult,136,13,44,8,Carrier Z,45.82,Supplier A,North,13,763,15,196.87,Fail,0.0537,Air,Route 2,850.03
2022-12-20,Furniture,SKU_004,466.79,Out of Stock,6,2800.74,Adult,75,12,87,1,Carrier Z,23.21,Supplier C,South,2,522,10,146.08,Fail,0.056,Sea,Route 3,681.98
2022-12-20,Clothing,SKU_005,95.7,In Stock,10,957.0,Senior,137,13,30,2,Carrier X,9.37,Supplier A,South,4,784,12,186.51,Pass,0.0726,Road,Route 2,882.9
2022-12-21,Clothing,SKU_001,229.35,Out of Stock,8,1834.8,Adult,63,9,87,7,Carrier Z,22.09,Supplier C,West,2,113,16,196.38,Pass,0.0693,Air,Route 2,340.0
2022-12-21,Electronics,SKU_002,324.89,In Stock,17,5523.13,Senior,97,12,87,1,Carrier Y,13.28,Supplier B,North,2,182,15,209.54,Fail,0.0118,Sea,Route 1,446.41
2022-12-21,Electronics,SKU_003,166.08,Out of Stock,8,1328.64,Youth,43,5,81,1,Carrier Y,11.88,Supplier A,East,4,744,18,282.37,Fail,0.0154,Air,Route 2,226.93
2022-12-21,Furniture,SKU_004,205.64,In Stock,13,2673.32,Adult,127,13,96,8,Carrier X,41.88,Supplier A,West,11,579,7,67.74,Fail,0.0036,Sea,Route 3,237.32
2022-12-21,Electronics,SKU_005,287.79,Out of Stock,12,3453.48,Senior,188,5,96,5,Carrier Z,21.21,Supplier B,East,11,182,16,213.92,Pass,0.0281,Road,Route 3,290.66
2022-12-22,Furniture,SKU_001,94.48,In Stock,8,755.84,Senior,86,13,22,4,Carrier Y,33.24,Supplier C,West,14,310,8,115.96,Fail,0.0138,Sea,Route 1,781.22
2022-12-22,Clothing,SKU_002,383.5,Out of Stock,11,4218.5,Adult,9,9,89,2,Carrier Y,6.33,Supplier A,West,6,90,7,114.78,Pass,0.0894,Road,Route 3,139.49
2022-12-22,Clothing,SKU_003,415.38,In Stock,8,3323.04,Adult,172,9,26,6,Carrier Z,26.14,Supplier A,East,7,179,11,205.5,Pass,0.0745,Air,Route 3,189.37
2022-12-22,Furniture,SKU_004,239.3,Out of Stock,8,1914.4,Senior,109,11,93,2,Carrier Z,23.57,Supplier C,South,7,945,14,27.93,Pass,0.0223,Air,Route 3,930.38
2022-12-22,Furniture,SKU_005,466.79,In Stock,5,2333.95,Adult,89,4,46,7,Carrier Y,17.62,Supplier A,East,2,973,17,222.84,Fail,0.0185,Road,Route 1,815.54
2022-12-23,Furniture,SKU_001,185.04,Out of Stock,10,1850.4,Adult,148,8,62,7,Carrier Y,20.72,Supplier B,East,11,119,11,251.71,Fail,0.0851,Road,Route 3,157.77
2022-12-23,Clothing,SKU_002,278.14,Out of Stock,5,1390.7,Youth,170,13,62,3,Carrier Z,23.49,Supplier C,North,9,210,10,295.73,Fail,0.0106,Sea,Route 2,956.16
2022-12-23,Clothing,SKU_003,184.86,In Stock,9,1663.74,Senior,23,9,32,9,Carrier Y,5.54,Supplier B,East,5,957,16,173.57,Fail,0.0447,Sea,Route 3,994.77
2022-12-23,Furniture,SKU_004,335.32,Out of Stock,9,3017.88,Senior,114,2,41,5,Carrier X,41.81,Supplier A,South,3,604,18,46.0,Fail,0.0526,Sea,Route 1,613.2
2022-12-23,Furniture,SKU_005,412.32,In Stock,8,3298.56,Senior,58,10,13,5,Carrier Z,26.48,Supplier C,North,12,512,16,218.89,Pass,0.0521,Sea,Route 2,812.56
2022-12-24,Clothing,SKU_001,450.69,In Stock,12,5408.28,Youth,185,5,38,1,Carrier X,24.89,Supplier A,North,11,538,8,76.82,Fail,0.0556,Road,Route 3,161.76
2022-12-24,Furniture,SKU_002,193.22,In Stock,11,2125.42,Adult,38,5,40,4,Carrier X,10.52,Supplier B,West,8,636,9,289.85,Pass,0.0064,Sea,Route 1,752.2
2022-12-24,Clothing,SKU_003,118.94,In Stock,10,1189.4,Adult,184,14,89,8,Carrier X,33.07,Supplier B,West,7,120,17,295.8,Pass,0.0484,Road,Route 1,777.44
2022-12-24,Clothing,SKU_004,150.62,In Stock,11,1656.82,Youth,61,2,39,1,Carrier Z,49.1,Supplier A,South,13,509,17,125.32,Pass,0.0401,Sea,Route 2,525.96
2022-12-24,Electronics,SKU_005,210.56,Out of Stock,5,1052.8,Adult,19,7,64,4,Carrier X,39.34,Supplier B,East,3,725,10,269.04,Fail,0.0312,Sea,Route 1,731.55
2022-12-25,Electronics,SKU_001,320.85,In Stock,15,4812.75,Youth,152,3,64,1,Carrier Z,5.88,Supplier C,South,14,516,10,298.23,Pass,0.0142,Sea,Route 3,878.14
2022-12-25,Clothing,SKU_002,480.76,Out of Stock,6,2884.56,Senior,187,11,79,9,Carrier Z,34.37,Supplier B,North,4,221,15,94.64,Pass,0.0936,Sea,Route 1,920.25
2022-12-25,Furniture,SKU_003,162.17,Out of Stock,7,1135.19,Adult,165,4,79,2,Carrier X,48.82,Supplier B,West,13,350,17,214.62,Pass,0.0723,Road,Route 2,475.28
2022-12-25,Electronics,SKU_004,163.58,Out of Stock,14,2290.12,Senior,117,11,85,9,Carrier Z,37.27,Supplier A,West,12,724,11,52.73,Pass,0.0239,Air,Route 3,252.24
2022-12-25,Furniture,SKU_005,92.0,Out of Stock,12,1104.0,Senior,42,4,7,1,Carrier Y,10.98,Supplier A,North,2,954,12,151.84,Pass,0.0007,Sea,Route 1,643.34
2022-12-26,Electronics,SKU_001,316.76,In Stock,9,2850.84,Youth,185,3,67,5,Carrier Z,45.53,Supplier B,North,7,859,10,59.72,Fail,0.013,Sea,Route 2,835.44
2022-12-26,Clothing,SKU_002,197.06,In Stock,10,1970.6,Adult,125,6,26,4,Carrier Z,15.95,Supplier A,South,4,55,12,61.49,Pass,0.0017,Sea,Route 2,207.05
2022-12-26,Clothing,SKU_003,127.45,Out of Stock,9,1147.05,Adult,30,13,4,6,Carrier Y,40.77,Supplier A,West,4,256,7,34.48,Fail,0.0497,Road,Route 1,975.0
2022-12-26,Clothing,SKU_004,281.63,Out of Stock,17,4787.71,Youth,6,7,72,4,Carrier Y,40.07,Supplier B,West,6,650,9,60.83,Fail,0.0683,Road,Route 1,988.05
2022-12-26,Clothing,SKU_005,439.94,In Stock,11,4839.34,Adult,20,11,32,7,Carrier Y,23.33,Supplier A,South,3,699,5,76.65,Pass,0.0018,Sea,Route 1,780.38
2022-12-27,Furniture,SKU_001,223.73,In Stock,8,1789.84,Youth,160,10,52,1,Carrier Z,22.25,Supplier B,West,8,674,7,263.55,Pass,0.0298,Air,Route 1,221.16
2022-12-27,Clothing,SKU_002,107.22,In Stock,14,1501.08,Youth,198,14,81,5,Carrier Y,42.97,Supplier B,East,8,580,16,249.68,Pass,0.0765,Road,Route 3,829.79
2022-12-27,Furniture,SKU_003,466.57,Out of Stock,5,2332.85,Senior,149,12,28,2,Carrier X,28.54,Supplier B,East,2,693,18,255.85,Fail,0.033,Sea,Route 3,925.6
2022-12-27,Furniture,SKU_004,172.65,Out of Stock,7,1208.55,Adult,19,4,6,9,Carrier Z,40.43,Supplier A,East,11,696,9,173.25,Fail,0.0187,Air,Route 1,999.26
2022-12-27,Electronics,SKU_005,176.35,Out of Stock,7,1234.45,Senior,174,4,68,6,Carrier X,47.07,Supplier A,East,2,814,9,260.35,Fail,0.0394,Sea,Route 2,393.24
